,data,label
636,puskesmas peraw tanjung seloka,puskesmas perawatan tanjung seloka
637,puskesmas perawatan tanjung sel,puskesmas perawatan tanjung seloka
638,settia gall furniture,settia gallery furniture
639,settia gallery furni,settia gallery furniture
640,praktek dr. pos 05.10.23 tanggul,praktek dr. poskes 05.10.23 tanggul
641,praktek dr. poskes 05.1 tanggul,praktek dr. poskes 05.10.23 tanggul
642,war pak bono,warung pak bono
643,dr. b. die nugroho,dr. b. diego. nugroho
644,smp neg 17 bekasi,smp negeri 17 bekasi
645,mas raya,masjid raya
646,sd neg tugu ii,sd negeri tugu ii
647,sisin,sisingama
648,jend bas rahmat,jenderal bas rahmat
649,jemur iii,jemursari iii
650,ser baj,sersan baj
651,perum taman setiabudi,perumahan taman setiabudi
652,perumahan taman setia,perumahan taman setiabudi
653,kan distrik telekomunikasi purwokerto,kantor distrik telekomunikasi purwokerto
654,kantor distrik telekomu purwokerto,kantor distrik telekomunikasi purwokerto
655,mas snow car wash,master snow car wash
656,ged wirausaha,gedung wirausaha
657,mak motor,makmur motor
658,pon muti raya ii,pondok muti raya ii
659,pur - buluk,purwan - buluk
660,dar,daruss
661,sebrang rsud ber,sebrang rsud berkah
662,gun mer,gunung mer
663,mush riyadhussholihin,musholla riyadhussholihin
664,dokter h muly adhi sp b,dokter h mulyoto adhi sp b
665,rawa simp 8,rawa simprug 8
666,komplek belakang rsud sun dareh,komplek belakang rsud sungai dareh
667,laksa mal,laksa malaha
668,sat pos harian umum,satria pos harian umum
669,beng ketok magic,bengkel ketok magic
670,maje tafsir alquran,majelis tafsir alquran
671,majelis taf alquran,majelis tafsir alquran
672,baktir it solution,baktirustys it solution
673,baktirustys it solu,baktirustys it solution
674,gbi rock tanjung,gbi rock tanjungpinang
675,per untad b4 no 8,perdos untad b4 no 8
676,bam festival,bamboo festival
677,sd neg 1 tatombuli,sd negeri 1 tatombuli
678,sma ash-s majalaya,sma ash-shopa majalaya
679,madr diniyah darus salam,madrasah diniyah darus salam
680,madrasah dini darus salam,madrasah diniyah darus salam
681,ban ii,bangka ii
682,zona bis online,zona bisnis online
683,sul alau,sultan alau
684,sd negeri pusaka rak 1,sd negeri pusaka rakyat 1
685,lin sumatera kemu,lintas sumatera kemu
686,majelis tak babussalam,majelis taklim babussalam
687,pang sudi,panglima sudi
688,asr tni ad denzipur-3,asrama tni ad denzipur-3
689,pisa baru ten 4,pisangan baru ten 4
690,grand batam shop centre #03-10,grand batam shopping centre #03-10
691,perum dosen unram,perumahan dosen unram
692,per cikande per,perum cikande per
693,perum cika per,perum cikande per
694,toko semb,toko sembako
695,pot rambut nanda barbershop,potong rambut nanda barbershop
696,pengu ip man,penguruan ip man
697,masjid al-hi kalijaga,masjid al-hikmah kalijaga
698,indu tani. pt,industri tani. pt
699,rumah strawb & kelinci lampung,rumah strawberry & kelinci lampung
700,rumah strawberry & keli lampung,rumah strawberry & kelinci lampung
701,pelab ii,pelabuhan ii
702,pusat oleh- nusa indah,pusat oleh-oleh nusa indah
703,tale jaya,talenta jaya
704,mas jami al- falah,masjid jami al- falah
705,gg. suro,gg. suropati
706,sd neg 08 kubutambahan,sd negeri 08 kubutambahan
707,sekret karang taruna widuri,sekretariat karang taruna widuri
708,sekretariat kar taruna widuri,sekretariat karang taruna widuri
709,sekretariat karang tar widuri,sekretariat karang taruna widuri
710,sekretariat karang taruna wid,sekretariat karang taruna widuri
711,maje taklim mt al ikhlas,majelis taklim mt al ikhlas
712,majelis tak mt al ikhlas,majelis taklim mt al ikhlas
713,beng las sentosa,bengkel las sentosa
714,bengkel las sent,bengkel las sentosa
715,sd negeri pasi iii,sd negeri pasilian iii
716,mush baitul muttakin,musholla baitul muttakin
717,musholla bai muttakin,musholla baitul muttakin
718,musholla baitul mutt,musholla baitul muttakin
719,baso tahu sio rizky,baso tahu siomay rizky
720,angkri markimpul,angkringan markimpul
721,angkringan marki,angkringan markimpul
722,savirra bedd,savirra bedding
723,pt. multi ban abadi balikpapan,pt. multi bangun abadi balikpapan
724,tb anug mustika,tb anugrah mustika
725,ken,kenari
726,cent bandung raya,central bandung raya
727,trans sula,trans sulawesi
728,dok gigi,dokter gigi
729,mamp prap,mamp prapatan
730,lest laundry,lestari laundry
731,sut flamb iv,sutera flamb iv
732,bakmi djowo semara benthuman,bakmi djowo semarangan benthuman
733,distri air dzakya yogyakarta,distributor air dzakya yogyakarta
734,distributor air dza yogyakarta,distributor air dzakya yogyakarta
735,distributor air dzakya yogyak,distributor air dzakya yogyakarta
736,mal cellular,malibu cellular
737,nyo laundry,nyonya laundry
738,bank rak indonesia,bank rakyat indonesia
739,k. haji moch. mans,k. haji moch. mansyur
740,pulo,pulomba
741,mie pang jakarta 354,mie pangsit jakarta 354
742,mie pangsit jaka 354,mie pangsit jakarta 354
743,raya cigugur-s,raya cigugur-samudra
744,para asri dalam,parakan asri dalam
745,kemba utara,kembangan utara
746,sate mad mba dewi,sate madura mba dewi
747,bbc war,bbc warung
748,pon sekip,pondok sekip
749,pasar kem,pasar kemiri
750,lahap phone store kara,lahap phone store karawang
751,desa kond jaya,desa kondang jaya
752,bendu ben,bendungan ben
753,sma neg 1 sjkaraja,sma negeri 1 sjkaraja
754,raya pad ratu-b rejo,raya pad ratu-bangun rejo
755,pwri rant ambarawa,pwri ranting ambarawa
756,jend sudi,jend sudirman
757,bed dan bath equip,bed dan bath equipment
758,kb-t asy-syaffa 1,kb-tkit asy-syaffa 1
759,gar cell,garden cell
760,dokter imam prab sp tht,dokter imam prabowo sp tht
761,cipta wah karya cv,cipta wahana karya cv
762,kan kepala desa mipiran,kantor kepala desa mipiran
763,kantor kep desa mipiran,kantor kepala desa mipiran
764,war rw,warteg rw
765,band hair cut .inc,bandroll hair cut .inc
766,alvi kids salon,alvisel kids salon
767,war koswara,warung koswara
768,warung war,warung koswara
769,sd neg karya buana 01,sd negeri karya buana 01
770,err laundry,errind laundry
771,cik timur 3,cikoko timur 3
772,neg fitness,negara fitness
773,hotel kur dua,hotel kurnia dua
774,kolo atmo,kolonel atmo
775,jend sudi,jenderal sudi
776,kutisari sela xv,kutisari selatan xv
777,hotel lebak gun permai,hotel lebak gunung permai
778,maje taklim al falak,majelis taklim al falak
779,majelis tak al falak,majelis taklim al falak
780,majelis taklim al al,majelis taklim al falak
781,nad catering,nadema catering
782,bahana karya mand pt,bahana karya mandiri. pt
783,med sela xxi,medayu sela xxi
784,man ten,man tengah
785,fau jaya motor,fauzan jaya motor
786,apot wulan destri lestari s fam apt,apoteker wulan destri lestari s fam apt
787,apoteker wulan destri lest s fam apt,apoteker wulan destri lestari s fam apt
788,raya sorea,raya soreang-c
789,kyai sing,kyai singkil
790,war tegal kangen sari,warung tegal kangen sari
791,gun galunggung,gunung galunggung
792,gunung gun,gunung galunggung
793,tk pernia,tk perniagaan
794,lpi al-ustadz ach umar baradja,lpi al-ustadz achmad umar baradja
795,glo inti jaya pt,global inti jaya pt
796,mare raya,marelan raya
797,gerai tiki asog 19,gerai tiki asogiri 19
798,mis nurul hida kondang,mis nurul hidayah kondang
799,fell salon and spa,fellicia salon and spa
800,rong,ronggow
801,ukpalh jala uht,ukpalh jalawira uht
802,sate kamb cabang 99,sate kambing cabang 99
803,gun weli,gunung weli
804,garut pla lantai dasar lantai 1,"garut plaza, lantai dasar lantai 1"
805,surya citra tele pt,surya citra televisi pt
806,toko sum harapan,toko sumber harapan
807,pang rambut arjuna,pangkas rambut arjuna
808,pangkas ram arjuna,pangkas rambut arjuna
809,pt. wiratama bha manunggal,pt. wiratama bhakti manunggal
810,kelud sela i,kelud selatan i
811,fensi collec,fensi collection
812,masjid al-hid,masjid al-hidayah
813,heg cike,hegarm cike
814,muti ibu,mutiara ibu
815,meiz ayam garam,meizhou ayam garam
816,serv jok scotlite,service jok scotlite
817,baro steam,barokah steam
818,raya cileungsi-,raya cileungsi-jonggol
819,mitra bukal toko alevety,mitra bukalapak toko alevety
820,mt jami arifin,mt jamiatul arifin
821,dewi kus,dewi kusuma
822,bang jaya trans,bangkit jaya trans
823,jl. ment rege,jl. ment regency
824,war sate karaya,warung sate karaya
825,warung sate raya,warung sate karaya
826,balai pijat tuna netra seh,balai pijat tuna netra sehati
827,brig sla riy,brig slamet riy
828,smp neg 4 sabang,smp negeri 4 sabang
829,smp negeri 4 sab,smp negeri 4 sabang
830,rj jual gore,rj jual gorengan
831,khar motor,kharisma motor
832,blue mon villa resort,blue monkey villa resort
833,sd neg turus 03,sd negeri turus 03
834,pangkas ram rajawali ciledug,pangkas rambut rajawali ciledug
835,yohy suharmanto,yohyanes suharmanto
836,jatayu airli pt,jatayu airlines. pt
837,mushola sidr muntaha,mushola sidratul muntaha
838,toko semb mbak kun,toko sembako mbak kun
839,jend ahmad yani,jendral ahmad yani
840,mush al ikhlas,musholla al ikhlas
841,war nasi brt,warung nasi brt
842,talasal,talasalapang
843,ruko kran permai,ruko kranggan permai
844,ks pluit village ks,ks pluit village ks21
845,madr assa,madr assalam
846,bank pemban daerah sumatera barat pt,bank pembangunan daerah sumatera barat pt
847,bank pembangunan dae sumatera barat pt,bank pembangunan daerah sumatera barat pt
848,bank pembangunan daerah suma barat pt,bank pembangunan daerah sumatera barat pt
849,aza juice,azalia juice
850,mega elt pt,mega eltra. pt
851,bim pintar dan inovatif,bimbel pintar dan inovatif
852,bimbel pin dan inovatif,bimbel pintar dan inovatif
853,brata raya,bratasena raya
854,pang rambut andalas,pangkas rambut andalas
855,pangkas ram andalas,pangkas rambut andalas
856,transpe sejahtera. cv,transpersada sejahtera. cv
857,pemanc khusus gurame kebumen,pemancingan khusus gurame kebumen
858,pemancingan khusus gur kebumen,pemancingan khusus gurame kebumen
859,rest ojo lali,restoran ojo lali
860,pema tegal pkl barat,pemalang tegal pkl barat
861,war lumayan,warung lumayan
862,tb bang baru,tb bangunan baru
863,kora tanjunganom,koramil tanjunganom
864,hummin,hummingbird
865,ujung pad kel.,ujung padang kel.
866,raja junj lubis,raja junjunan lubis
867,hij,hijabi
868,cibeun kolot,cibeunying kolot
869,pest cont aceh,pest control aceh
870,war makan sami seneng mas wawan,warung makan sami seneng mas wawan
871,warung makan sami sen mas wawan,warung makan sami seneng mas wawan
872,lor teru 1,lorong teru 1
873,jend sudirman,jendral sudirman
874,quint cv,"quintrix, cv"
875,war ayu sumber rezeki,warteg ayu sumber rezeki
876,warteg ayu sumber rez,warteg ayu sumber rezeki
877,sd neg 1gemeksekti,sd negeri 1gemeksekti
878,pondok sel raos echo,pondok selera raos echo
879,kenc sari timur xii,kencana sari timur xii
880,luwun lebak,luwung-ge lebak
881,war makan muslim bersama,warung makan muslim bersama
882,warung makan mus bersama,warung makan muslim bersama
883,ged d 2nd floor,gedung d 2nd floor
884,gedo,gedongk
885,prak dokter h pitra prana susila m kes,praktik dokter h pitra prana susila m kes
886,praktik dok h pitra prana susila m kes,praktik dokter h pitra prana susila m kes
887,penj galuh muda,penjahit galuh muda
888,mitra bukal toko mbak lilik,mitra bukalapak toko mbak lilik
889,bol,boling
890,pon pesantren patamuan anak air,pondok pesantren patamuan anak air
891,pondok pesan patamuan anak air,pondok pesantren patamuan anak air
892,pondok pesantren pata anak air,pondok pesantren patamuan anak air
893,kelompok berm ihtiath,kelompok bermain ihtiath
894,lor abadi,lorong abadi
895,stc sena lt. 1,stc senayan lt. 1
896,b caro cof shop,b caro coffee shop
897,indon berpijar,indonesia berpijar
898,popo pets,popo petshop
899,raya sra,raya sraten
900,perum mala indah,perumahan mala indah
901,tanah mer gg. sayur x,"tanah merah, gg. sayur x"
902,kb dipone 139 pasiraman kidul pekuncen,kb diponegoro 139 pasiraman kidul pekuncen
903,pang dip 8,pang dipeno 8
904,madr ibtidaiyah swasta mazraatul ulum 02,madrasah ibtidaiyah swasta mazraatul ulum 02
905,madrasah ibtidaiyah swa mazraatul ulum 02,madrasah ibtidaiyah swasta mazraatul ulum 02
906,perhim rumah sakit seluruh indonesia papua barat,perhimpunan rumah sakit seluruh indonesia papua barat
907,perhimpunan rumah sakit selu indonesia papua barat,perhimpunan rumah sakit seluruh indonesia papua barat
908,perhimpunan rumah sakit seluruh indon papua barat,perhimpunan rumah sakit seluruh indonesia papua barat
909,beng bubut sahabat indah,bengkel bubut sahabat indah
910,wisma pan belitung indah,wisma pantai belitung indah
911,wisma pantai beli indah,wisma pantai belitung indah
912,beli raya,belibis raya
913,refill parfum fraga house,refill parfum fragancia house
914,raya pur,raya purwak
915,hyun service,hyundai service
916,nasi 23,nasional 23
917,the mush satai jamur,the mushroom satai jamur
918,bengkel las mand jaya,bengkel las mandiri jaya
919,toko ban jaya tepat,toko bangun jaya tepat
920,amanah vari,amanah variasi
921,laun nusa,laundry nusa
922,komp mas karebet,komplek mas karebet
923,rama fashion,ramayan fashion
924,soek hatta,soekarno hatta
925,bebob recor studio,bebob recording studio
926,zhonghai indo shipp pt - palembang,zhonghai indo shipping. pt - palembang
927,zhonghai indo shipping. pt - palem,zhonghai indo shipping. pt - palembang
928,rung indu 2,rungkut indu 2
929,aqu sela i,aquama sela i
930,malang 4,malangbong 4
931,car buana indonesia. pt,caraka buana indonesia. pt
932,warung wis 5e lawe indah,warung wisata 5e lawe indah
933,terminal sun liat taman kota sun liat,terminal sungai liat taman kota sungai liat
934,terminal sun liat taman kota sun liat,terminal sungai liat taman kota sungai liat
935,sen phone,sentra phone
936,toko nga baru,toko ngasem baru
937,christ jewellery,christiana jewellery
938,man dua raya,mangga dua raya
939,konv ade ria,konveksi ade ria
940,gad motor,gadung motor
941,mush baitul rohman,musholla baitul rohman
942,musholla baitul roh,musholla baitul rohman
943,raya tir,raya tirtom
944,wartel rem,wartel remaja
945,kuti sela xiii,kuti selatan xiii
946,kinc,kinclong
947,pos pola julok,pos polantas julok
948,tenggu wetan iii,tenggumung wetan iii
949,mas ash-shiddiq,masjid ash-shiddiq
950,tham city lt. dasar,thamrin city lt. dasar
951,war giras 77 - cak tarto,warkop giras 77 - cak tarto
952,gub kerta xi,gub kertajaya xi
953,mush assyari,musholla assyari
954,pag,pagent
955,rujak dan gado- bu' mi,rujak dan gado-gado bu' mi
956,mi swa 05 botta,mi swasta 05 botta
957,mar station tanbakrejo,marine station tanbakrejo
958,marine station tanbak,marine station tanbakrejo
959,mas al hijrah,masjid al hijrah
960,taman raga samp,taman raga sampurna
961,pand cv,pandawa. cv
962,kri rosano,krisna rosano
963,krisna ros,krisna rosano
964,nasi iii,nasional iii
965,"gad raya, gg. 14","gading raya, gg. 14"
966,es dawet ayu ncep,es dawet ayuang ncep
967,las wan ment,laskar wan ment
968,way cafe & kuliner,wayang cafe & kuliner
969,wayang cafe & kuli,wayang cafe & kuliner
970,mis,misnen
971,dok niken larashanty,dokter niken larashanty
972,dokter niken larash,dokter niken larashanty
973,dok h. nusli yunus,dokter h. nusli yunus
974,wisn,wisnuwa
975,mayj bamb yuwono,mayj bambang yuwono
976,pangk lpg srigianto,pangkalan lpg srigianto
977,orig produk export,original produk export
978,original pro export,original produk export
979,sd n 030 sitohang,sd n 030295 sitohang
980,ding,dinginan
981,sd neg 35 tandi,sd negeri 35 tandi
982,raya gotr,raya gotri-w
983,fit batik,fitroh batik
984,bint kita baru,bintang kita baru
985,kantor lurah sun lilin,kantor lurah sungai lilin
986,lapa dhar,lapangan dhar
987,cita apotik,citarum apotik
988,kantor jasa peni publik nana & rekan,kantor jasa penilai publik nana & rekan
989,rafl 7,raflesia 7
990,pesan maslahatul ummah,pesantren maslahatul ummah
991,sid,sidoka
992,taman pendid al qur'an nurul huda,taman pendidikan al qur'an nurul huda
993,soto seg mbok sabi klaten,soto segeer mbok sabi klaten
994,wr sam rawit,wr sambal rawit
995,bali bing pub,bali bingtang pub
996,pondok es kel muda,pondok es kelapa muda
997,pasu pt,pasutra pt
998,db mand,db mandiri
999,johnny andr,johnny andrean
1000,pelita bor tour,pelita borneo tour
1001,madr diniyah raudhotussyibyan,madrasah diniyah raudhotussyibyan
1002,dok gigi priska w a,dokter gigi priska w a
1003,dokter gigi pri w a,dokter gigi priska w a
1004,war mbak ten-tol banyu urip,warkop mbak ten-tol banyu urip
1005,spes belut surabaya h. poer,spesial belut surabaya h. poer
1006,suba lsa jaya,subahri lsa jaya
1007,mas al muawanah,masjid al muawanah
1008,dinas pem dan olahraga kabupaten serdang bedagai,dinas pemuda dan olahraga kabupaten serdang bedagai
1009,dinas pemuda dan olah kabupaten serdang bedagai,dinas pemuda dan olahraga kabupaten serdang bedagai
1010,dinas pemuda dan olahraga kabup serdang bedagai,dinas pemuda dan olahraga kabupaten serdang bedagai
1011,dinas pemuda dan olahraga kabupaten dan bedagai,dinas pemuda dan olahraga kabupaten serdang bedagai
